paper_id,decision,rule_triggered,confidence,needs_human
REC_0681,EXCLUDE,E1..E4,1.0,NO
REC_0682,EXCLUDE,E1..E4,1.0,NO
REC_0683,EXCLUDE,E1..E4,1.0,NO
REC_0684,EXCLUDE,E1..E4,1.0,NO
REC_0685,EXCLUDE,E1..E4,1.0,NO
REC_0686,EXCLUDE,E1..E4,1.0,NO
REC_0689,EXCLUDE,E1..E4,1.0,NO
REC_0690,EXCLUDE,E1..E4,1.0,NO
REC_0691,EXCLUDE,E1..E4,1.0,NO
REC_0694,EXCLUDE,E1..E4,1.0,NO
REC_0695,EXCLUDE,E1..E4,1.0,NO
REC_0696,EXCLUDE,E1..E4,1.0,NO
REC_0697,EXCLUDE,E1..E4,1.0,NO
REC_0698,EXCLUDE,E1..E4,1.0,NO
REC_0699,EXCLUDE,E1..E4,1.0,NO
REC_0700,EXCLUDE,E1..E4,1.0,NO
REC_0702,EXCLUDE,E1..E4,1.0,NO
REC_0704,EXCLUDE,E1..E4,1.0,NO
REC_0707,EXCLUDE,E1..E4,1.0,NO
REC_0708,EXCLUDE,E1..E4,1.0,NO
REC_0709,EXCLUDE,E1..E4,1.0,NO
REC_0710,EXCLUDE,E1..E4,1.0,NO
REC_0711,EXCLUDE,E1..E4,1.0,NO
REC_0712,EXCLUDE,E1..E4,1.0,NO
REC_0714,EXCLUDE,E1..E4,1.0,NO
REC_0715,EXCLUDE,E1..E4,1.0,NO
REC_0717,EXCLUDE,E1..E4,1.0,NO
REC_0718,EXCLUDE,E1..E4,1.0,NO
REC_0721,EXCLUDE,E1..E4,1.0,NO
REC_0724,EXCLUDE,E1..E4,1.0,NO
REC_0725,EXCLUDE,E1..E4,1.0,NO
REC_0726,EXCLUDE,E1..E4,1.0,NO
REC_0727,EXCLUDE,E1..E4,1.0,NO
REC_0728,EXCLUDE,E1..E4,1.0,NO
REC_0732,EXCLUDE,E1..E4,1.0,NO
REC_0733,EXCLUDE,E1..E4,1.0,NO
REC_0734,EXCLUDE,E1..E4,1.0,NO
REC_0735,EXCLUDE,E1..E4,1.0,NO
REC_0736,EXCLUDE,E1..E4,1.0,NO
REC_0737,EXCLUDE,E1..E4,1.0,NO
REC_0738,EXCLUDE,E1..E4,1.0,NO
REC_0739,EXCLUDE,E1..E4,1.0,NO
REC_0740,EXCLUDE,E1..E4,1.0,NO
REC_0741,EXCLUDE,E1..E4,1.0,NO
REC_0744,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0745,EXCLUDE,E1..E4,1.0,NO
REC_0746,EXCLUDE,E1..E4,1.0,NO
REC_0747,EXCLUDE,E1..E4,1.0,NO
REC_0749,EXCLUDE,E1..E4,1.0,NO
REC_0750,EXCLUDE,E1..E4,1.0,NO
REC_0751,EXCLUDE,E1..E4,1.0,NO
REC_0754,EXCLUDE,E1..E4,1.0,NO
REC_0755,EXCLUDE,E1..E4,1.0,NO
REC_0756,EXCLUDE,E1..E4,1.0,NO
REC_0757,EXCLUDE,E1..E4,1.0,NO
REC_0758,EXCLUDE,E1..E4,1.0,NO
REC_0759,EXCLUDE,E1..E4,1.0,NO
REC_0760,EXCLUDE,E1..E4,1.0,NO
REC_0761,EXCLUDE,E1..E4,1.0,NO
REC_0762,EXCLUDE,E1..E4,1.0,NO
REC_0763,EXCLUDE,E1..E4,1.0,NO
REC_0764,EXCLUDE,E1..E4,1.0,NO
REC_0765,EXCLUDE,E1..E4,1.0,NO
REC_0767,EXCLUDE,E1..E4,1.0,NO
REC_0768,EXCLUDE,E1..E4,1.0,NO
REC_0769,EXCLUDE,E1..E4,1.0,NO
REC_0770,EXCLUDE,E1..E4,1.0,NO
REC_0771,EXCLUDE,E1..E4,1.0,NO
REC_0772,EXCLUDE,E1..E4,1.0,NO
REC_0773,EXCLUDE,E1..E4,1.0,NO
REC_0774,EXCLUDE,E1..E4,1.0,NO
REC_0775,EXCLUDE,E1..E4,1.0,NO
REC_0777,EXCLUDE,E1..E4,1.0,NO
REC_0778,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0780,EXCLUDE,E1..E4,1.0,NO
REC_0781,EXCLUDE,E1..E4,1.0,NO
REC_0782,EXCLUDE,E1..E4,1.0,NO
REC_0784,EXCLUDE,E1..E4,1.0,NO
REC_0785,EXCLUDE,E1..E4,1.0,NO
REC_0786,EXCLUDE,E1..E4,1.0,NO
REC_0787,EXCLUDE,E1..E4,1.0,NO
REC_0788,EXCLUDE,E1..E4,1.0,NO
REC_0789,EXCLUDE,E1..E4,1.0,NO
REC_0790,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0791,EXCLUDE,E1..E4,1.0,NO
REC_0792,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0793,EXCLUDE,E1..E4,1.0,NO
REC_0794,EXCLUDE,E1..E4,1.0,NO
REC_0795,EXCLUDE,E1..E4,1.0,NO
REC_0796,EXCLUDE,E1..E4,1.0,NO
REC_0797,EXCLUDE,E1..E4,1.0,NO
REC_0798,EXCLUDE,E1..E4,1.0,NO
REC_0799,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0800,EXCLUDE,E1..E4,1.0,NO
REC_0801,EXCLUDE,E1..E4,1.0,NO
REC_0803,EXCLUDE,E1..E4,1.0,NO
REC_0804,EXCLUDE,E1..E4,1.0,NO
REC_0805,EXCLUDE,E1..E4,1.0,NO
REC_0806,EXCLUDE,E1..E4,1.0,NO
REC_0808,EXCLUDE,E1..E4,1.0,NO
REC_0809,EXCLUDE,E1..E4,1.0,NO
REC_0810,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0811,EXCLUDE,E1..E4,1.0,NO
REC_0812,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0813,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0815,EXCLUDE,E1..E4,1.0,NO
REC_0817,EXCLUDE,E1..E4,1.0,NO
REC_0818,BORDERLINE_EXCLUDE,E1..E4,0.7,NO
REC_0819,EXCLUDE,E1..E4,1.0,NO
REC_0820,EXCLUDE,E1..E4,1.0,NO
REC_0821,EXCLUDE,E1..E4,1.0,NO
REC_0822,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0823,EXCLUDE,E1..E4,1.0,NO
REC_0825,EXCLUDE,E1..E4,1.0,NO
REC_0826,EXCLUDE,E1..E4,1.0,NO
REC_0827,EXCLUDE,E1..E4,1.0,NO
REC_0828,EXCLUDE,E1..E4,1.0,NO
REC_0829,EXCLUDE,E1..E4,1.0,NO
REC_0830,EXCLUDE,E1..E4,1.0,NO
REC_0831,EXCLUDE,E1..E4,1.0,NO
REC_0832,EXCLUDE,E1..E4,1.0,NO
REC_0833,EXCLUDE,E1..E4,1.0,NO
REC_0834,EXCLUDE,E1..E4,1.0,NO
REC_0835,EXCLUDE,E1..E4,1.0,NO
REC_0836,EXCLUDE,E1..E4,1.0,NO
REC_0837,EXCLUDE,E1..E4,1.0,NO
REC_0838,EXCLUDE,E1..E4,1.0,NO
REC_0841,EXCLUDE,E1..E4,1.0,NO
REC_0842,EXCLUDE,E1..E4,1.0,NO
REC_0844,EXCLUDE,E1..E4,1.0,NO
REC_0845,EXCLUDE,E1..E4,1.0,NO
REC_0846,EXCLUDE,E1..E4,1.0,NO
REC_0847,EXCLUDE,E1..E4,1.0,NO
REC_0848,EXCLUDE,E1..E4,1.0,NO
REC_0849,EXCLUDE,E1..E4,1.0,NO
REC_0850,EXCLUDE,E1..E4,1.0,NO
REC_0851,EXCLUDE,E1..E4,1.0,NO
REC_0853,EXCLUDE,E1..E4,1.0,NO
REC_0854,EXCLUDE,E1..E4,1.0,NO
REC_0855,EXCLUDE,E1..E4,1.0,NO
REC_0856,EXCLUDE,E1..E4,1.0,NO
REC_0861,EXCLUDE,E1..E4,1.0,NO
REC_0862,EXCLUDE,E1..E4,1.0,NO
REC_0863,EXCLUDE,E1..E4,1.0,NO
REC_0864,EXCLUDE,E1..E4,1.0,NO
REC_0865,EXCLUDE,E1..E4,1.0,NO
REC_0867,EXCLUDE,E1..E4,1.0,NO
REC_0868,EXCLUDE,E1..E4,1.0,NO
REC_0871,EXCLUDE,E1..E4,1.0,NO
REC_0872,EXCLUDE,E1..E4,1.0,NO
REC_0873,EXCLUDE,E1..E4,1.0,NO
REC_0874,EXCLUDE,E1..E4,1.0,NO
REC_0876,EXCLUDE,E1..E4,1.0,NO
REC_0877,EXCLUDE,E1..E4,1.0,NO
REC_0878,EXCLUDE,E1..E4,1.0,NO
REC_0879,EXCLUDE,E1..E4,1.0,NO
REC_0880,EXCLUDE,E1..E4,1.0,NO
REC_0881,EXCLUDE,E1..E4,1.0,NO
REC_0882,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0883,EXCLUDE,E1..E4,1.0,NO
REC_0884,EXCLUDE,E1..E4,1.0,NO
REC_0885,BORDERLINE_EXCLUDE,E1..E4,0.7,NO
REC_0886,EXCLUDE,E1..E4,1.0,NO
REC_0887,EXCLUDE,E1..E4,1.0,NO
REC_0888,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0889,EXCLUDE,E1..E4,1.0,NO
REC_0890,EXCLUDE,E1..E4,1.0,NO
REC_0891,EXCLUDE,E1..E4,1.0,NO
REC_0892,EXCLUDE,E1..E4,1.0,NO
REC_0893,EXCLUDE,E1..E4,1.0,NO
REC_0894,EXCLUDE,E1..E4,1.0,NO
REC_0895,EXCLUDE,E1..E4,1.0,NO
REC_0897,EXCLUDE,E1..E4,1.0,NO
REC_0898,EXCLUDE,E1..E4,1.0,NO
REC_0899,EXCLUDE,E1..E4,1.0,NO
REC_0900,EXCLUDE,E1..E4,1.0,NO
REC_0901,EXCLUDE,E1..E4,1.0,NO
REC_0902,EXCLUDE,E1..E4,1.0,NO
REC_0903,EXCLUDE,E1..E4,1.0,NO
REC_0904,EXCLUDE,E1..E4,1.0,NO
REC_0905,EXCLUDE,E1..E4,1.0,NO
REC_0906,EXCLUDE,E1..E4,1.0,NO
REC_0907,EXCLUDE,E1..E4,1.0,NO
REC_0908,EXCLUDE,E1..E4,1.0,NO
REC_0909,EXCLUDE,E1..E4,1.0,NO
REC_0910,EXCLUDE,E1..E4,1.0,NO
REC_0911,EXCLUDE,E1..E4,1.0,NO
REC_0912,EXCLUDE,E1..E4,1.0,NO
REC_0913,EXCLUDE,E1..E4,1.0,NO
REC_0914,EXCLUDE,E1..E4,1.0,NO
REC_0915,EXCLUDE,E1..E4,1.0,NO
REC_0917,EXCLUDE,E1..E4,1.0,NO
REC_0918,EXCLUDE,E1..E4,1.0,NO
REC_0919,EXCLUDE,E1..E4,1.0,NO
REC_0920,EXCLUDE,E1..E4,1.0,NO
REC_0921,EXCLUDE,E1..E4,1.0,NO
REC_0922,EXCLUDE,E1..E4,1.0,NO
REC_0923,EXCLUDE,E1..E4,1.0,NO
REC_0924,EXCLUDE,E1..E4,1.0,NO
REC_0925,EXCLUDE,E1..E4,1.0,NO
REC_0926,EXCLUDE,E1..E4,1.0,NO
REC_0927,EXCLUDE,E1..E4,1.0,NO
REC_0928,EXCLUDE,E1..E4,1.0,NO
REC_0929,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0930,EXCLUDE,E1..E4,1.0,NO
REC_0931,EXCLUDE,E1..E4,1.0,NO
REC_0933,EXCLUDE,E1..E4,1.0,NO
REC_0934,EXCLUDE,E1..E4,1.0,NO
REC_0935,EXCLUDE,E1..E4,1.0,NO
REC_0936,EXCLUDE,E1..E4,1.0,NO
REC_0937,EXCLUDE,E1..E4,1.0,NO
REC_0938,EXCLUDE,E1..E4,1.0,NO
REC_0939,EXCLUDE,E1..E4,1.0,NO
REC_0940,EXCLUDE,E1..E4,1.0,NO
REC_0941,EXCLUDE,E1..E4,1.0,NO
REC_0942,EXCLUDE,E1..E4,1.0,NO
REC_0943,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0944,EXCLUDE,E1..E4,1.0,NO
REC_0945,EXCLUDE,E1..E4,1.0,NO
REC_0947,EXCLUDE,E1..E4,1.0,NO
REC_0948,EXCLUDE,E1..E4,1.0,NO
REC_0949,EXCLUDE,E1..E4,1.0,NO
REC_0950,EXCLUDE,E1..E4,1.0,NO
REC_0952,EXCLUDE,E1..E4,1.0,NO
REC_0953,EXCLUDE,E1..E4,1.0,NO
REC_0954,EXCLUDE,E1..E4,1.0,NO
REC_0955,EXCLUDE,E1..E4,1.0,NO
REC_0956,EXCLUDE,E1..E4,1.0,NO
REC_0958,EXCLUDE,E1..E4,1.0,NO
REC_0959,EXCLUDE,E1..E4,1.0,NO
REC_0962,EXCLUDE,E1..E4,1.0,NO
REC_0963,EXCLUDE,E1..E4,1.0,NO
REC_0964,EXCLUDE,E1..E4,1.0,NO
REC_0965,EXCLUDE,E1..E4,1.0,NO
REC_0967,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0968,EXCLUDE,E1..E4,1.0,NO
REC_0969,EXCLUDE,E1..E4,1.0,NO
REC_0970,EXCLUDE,E1..E4,1.0,NO
REC_0971,EXCLUDE,E1..E4,1.0,NO
REC_0972,EXCLUDE,E1..E4,1.0,NO
REC_0974,EXCLUDE,E1..E4,1.0,NO
REC_0975,EXCLUDE,E1..E4,1.0,NO
REC_0976,EXCLUDE,E1..E4,1.0,NO
REC_0977,EXCLUDE,E1..E4,1.0,NO
REC_0978,EXCLUDE,E1..E4,1.0,NO
REC_0979,EXCLUDE,E1..E4,1.0,NO
REC_0980,EXCLUDE,E1..E4,1.0,NO
REC_0982,EXCLUDE,E1..E4,1.0,NO
REC_0983,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_0984,EXCLUDE,E1..E4,1.0,NO
REC_0985,EXCLUDE,E1..E4,1.0,NO
REC_0987,EXCLUDE,E1..E4,1.0,NO
REC_0988,EXCLUDE,E1..E4,1.0,NO
REC_0989,EXCLUDE,E1..E4,1.0,NO
REC_0990,BORDERLINE_EXCLUDE,E1..E4,0.7,NO
REC_0991,EXCLUDE,E1..E4,1.0,NO
REC_0992,EXCLUDE,E1..E4,1.0,NO
REC_0998,EXCLUDE,E1..E4,1.0,NO
REC_0999,EXCLUDE,E1..E4,1.0,NO
REC_1000,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1004,EXCLUDE,E1..E4,1.0,NO
REC_1005,EXCLUDE,E1..E4,1.0,NO
REC_1009,EXCLUDE,E1..E4,1.0,NO
REC_1010,EXCLUDE,E1..E4,1.0,NO
REC_1013,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1016,EXCLUDE,E1..E4,1.0,NO
REC_1024,EXCLUDE,E1..E4,1.0,NO
REC_1030,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1031,EXCLUDE,E1..E4,1.0,NO
REC_1036,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1037,EXCLUDE,E1..E4,1.0,NO
REC_1038,EXCLUDE,E1..E4,1.0,NO
REC_1041,EXCLUDE,E1..E4,1.0,NO
REC_1042,EXCLUDE,E1..E4,1.0,NO
REC_1047,EXCLUDE,E1..E4,1.0,NO
REC_1052,EXCLUDE,E1..E4,1.0,NO
REC_1053,EXCLUDE,E1..E4,1.0,NO
REC_1054,EXCLUDE,E1..E4,1.0,NO
REC_1058,EXCLUDE,E1..E4,1.0,NO
REC_1060,EXCLUDE,E1..E4,1.0,NO
REC_1061,EXCLUDE,E1..E4,1.0,NO
REC_1066,EXCLUDE,E1..E4,1.0,NO
REC_1071,EXCLUDE,E1..E4,1.0,NO
REC_1073,EXCLUDE,E1..E4,1.0,NO
REC_1074,EXCLUDE,E1..E4,1.0,NO
REC_1076,EXCLUDE,E1..E4,1.0,NO
REC_1078,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1081,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1082,EXCLUDE,E1..E4,1.0,NO
REC_1087,EXCLUDE,E1..E4,1.0,NO
REC_1091,EXCLUDE,E1..E4,1.0,NO
REC_1093,EXCLUDE,E1..E4,1.0,NO
REC_1101,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1102,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1109,EXCLUDE,E1..E4,1.0,NO
REC_1111,EXCLUDE,E1..E4,1.0,NO
REC_1122,EXCLUDE,E1..E4,1.0,NO
REC_1125,BORDERLINE_EXCLUDE,E1..E4,0.7,NO
REC_1129,EXCLUDE,E1..E4,1.0,NO
REC_1136,EXCLUDE,E1..E4,1.0,NO
REC_1138,EXCLUDE,E1..E4,1.0,NO
REC_1141,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1144,EXCLUDE,E1..E4,1.0,NO
REC_1152,EXCLUDE,E1..E4,1.0,NO
REC_1154,EXCLUDE,E1..E4,1.0,NO
REC_1158,EXCLUDE,E1..E4,1.0,NO
REC_1161,EXCLUDE,E1..E4,1.0,NO
REC_1162,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1166,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1169,EXCLUDE,E1..E4,1.0,NO
REC_1170,EXCLUDE,E1..E4,1.0,NO
REC_1173,EXCLUDE,E1..E4,1.0,NO
REC_1176,EXCLUDE,E1..E4,1.0,NO
REC_1177,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1179,EXCLUDE,E1..E4,1.0,NO
REC_1180,EXCLUDE,E1..E4,1.0,NO
REC_1182,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1193,EXCLUDE,E1..E4,1.0,NO
REC_1195,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1199,EXCLUDE,E1..E4,1.0,NO
REC_1202,EXCLUDE,E1..E4,1.0,NO
REC_1203,EXCLUDE,E1..E4,1.0,NO
REC_1205,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1206,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1215,EXCLUDE,E1..E4,1.0,NO
REC_1221,EXCLUDE,E1..E4,1.0,NO
REC_1226,EXCLUDE,E1..E4,1.0,NO
REC_1231,EXCLUDE,E1..E4,1.0,NO
REC_1237,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1238,EXCLUDE,E1..E4,1.0,NO
REC_1239,EXCLUDE,E1..E4,1.0,NO
REC_1240,EXCLUDE,E1..E4,1.0,NO
REC_1241,EXCLUDE,E1..E4,1.0,NO
REC_1246,EXCLUDE,E1..E4,1.0,NO
REC_1247,EXCLUDE,E1..E4,1.0,NO
REC_1257,EXCLUDE,E1..E4,1.0,NO
REC_1259,EXCLUDE,E1..E4,1.0,NO
REC_1260,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1262,EXCLUDE,E1..E4,1.0,NO
REC_1263,EXCLUDE,E1..E4,1.0,NO
REC_1265,BORDERLINE_EXCLUDE,E1..E4,0.7,NO
REC_1269,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1271,EXCLUDE,E1..E4,1.0,NO
REC_1280,EXCLUDE,E1..E4,1.0,NO
REC_1287,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1288,EXCLUDE,E1..E4,1.0,NO
REC_1290,EXCLUDE,E1..E4,1.0,NO
REC_1292,EXCLUDE,E1..E4,1.0,NO
REC_1293,EXCLUDE,E1..E4,1.0,NO
REC_1296,EXCLUDE,E1..E4,1.0,NO
REC_1300,EXCLUDE,E1..E4,1.0,NO
REC_1305,EXCLUDE,E1..E4,1.0,NO
REC_1312,EXCLUDE,E1..E4,1.0,NO
REC_1314,EXCLUDE,E1..E4,1.0,NO
REC_1319,EXCLUDE,E1..E4,1.0,NO
REC_1321,EXCLUDE,E1..E4,1.0,NO
REC_1324,EXCLUDE,E1..E4,1.0,NO
REC_1325,EXCLUDE,E1..E4,1.0,NO
REC_1326,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1328,EXCLUDE,E1..E4,1.0,NO
REC_1329,EXCLUDE,E1..E4,1.0,NO
REC_1333,EXCLUDE,E1..E4,1.0,NO
REC_1335,EXCLUDE,E1..E4,1.0,NO
REC_1337,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1342,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1343,EXCLUDE,E1..E4,1.0,NO
REC_1345,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1349,EXCLUDE,E1..E4,1.0,NO
REC_1350,EXCLUDE,E1..E4,1.0,NO
REC_1351,EXCLUDE,E1..E4,1.0,NO
REC_1354,EXCLUDE,E1..E4,1.0,NO
REC_1357,EXCLUDE,E1..E4,1.0,NO
REC_1359,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1360,EXCLUDE,E1..E4,1.0,NO
REC_1362,EXCLUDE,E1..E4,1.0,NO
REC_1364,EXCLUDE,E1..E4,1.0,NO
REC_1367,EXCLUDE,E1..E4,1.0,NO
REC_1368,EXCLUDE,E1..E4,1.0,NO
REC_1369,EXCLUDE,E1..E4,1.0,NO
REC_1371,EXCLUDE,E1..E4,1.0,NO
REC_1372,EXCLUDE,E1..E4,1.0,NO
REC_1377,EXCLUDE,E1..E4,1.0,NO
REC_1380,EXCLUDE,E1..E4,1.0,NO
REC_1382,EXCLUDE,E1..E4,1.0,NO
REC_1383,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1384,EXCLUDE,E1..E4,1.0,NO
REC_1385,EXCLUDE,E1..E4,1.0,NO
REC_1386,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1387,EXCLUDE,E1..E4,1.0,NO
REC_1388,EXCLUDE,E1..E4,1.0,NO
REC_1389,EXCLUDE,E1..E4,1.0,NO
REC_1390,EXCLUDE,E1..E4,1.0,NO
REC_1391,EXCLUDE,E1..E4,1.0,NO
REC_1392,EXCLUDE,E1..E4,1.0,NO
REC_1394,EXCLUDE,E1..E4,1.0,NO
REC_1395,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1396,EXCLUDE,E1..E4,1.0,NO
REC_1397,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1401,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1404,EXCLUDE,E1..E4,1.0,NO
REC_1406,EXCLUDE,E1..E4,1.0,NO
REC_1407,EXCLUDE,E1..E4,1.0,NO
REC_1408,EXCLUDE,E1..E4,1.0,NO
REC_1410,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1413,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1414,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1415,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1418,EXCLUDE,E1..E4,1.0,NO
REC_1419,EXCLUDE,E1..E4,1.0,NO
REC_1420,EXCLUDE,E1..E4,1.0,NO
REC_1424,EXCLUDE,E1..E4,1.0,NO
REC_1425,EXCLUDE,E1..E4,1.0,NO
REC_1426,EXCLUDE,E1..E4,1.0,NO
REC_1427,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1428,EXCLUDE,E1..E4,1.0,NO
REC_1430,EXCLUDE,E1..E4,1.0,NO
REC_1436,EXCLUDE,E1..E4,1.0,NO
REC_1441,EXCLUDE,E1..E4,1.0,NO
REC_1444,EXCLUDE,E1..E4,1.0,NO
REC_1445,EXCLUDE,E1..E4,1.0,NO
REC_1446,EXCLUDE,E1..E4,1.0,NO
REC_1448,EXCLUDE,E1..E4,1.0,NO
REC_1450,EXCLUDE,E1..E4,1.0,NO
REC_1456,EXCLUDE,E1..E4,1.0,NO
REC_1457,EXCLUDE,E1..E4,1.0,NO
REC_1458,EXCLUDE,E1..E4,1.0,NO
REC_1460,EXCLUDE,E1..E4,1.0,NO
REC_1464,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1466,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1467,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1468,EXCLUDE,E1..E4,1.0,NO
REC_1469,EXCLUDE,E1..E4,1.0,NO
REC_1470,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1471,EXCLUDE,E1..E4,1.0,NO
REC_1472,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1473,EXCLUDE,E1..E4,1.0,NO
REC_1476,EXCLUDE,E1..E4,1.0,NO
REC_1478,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1479,EXCLUDE,E1..E4,1.0,NO
REC_1481,EXCLUDE,E1..E4,1.0,NO
REC_1482,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1485,EXCLUDE,E1..E4,1.0,NO
REC_1486,EXCLUDE,E1..E4,1.0,NO
REC_1487,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1489,EXCLUDE,E1..E4,1.0,NO
REC_1492,EXCLUDE,E1..E4,1.0,NO
REC_1493,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1494,BORDERLINE_EXCLUDE,E1..E4,0.7,NO
REC_1495,EXCLUDE,E1..E4,1.0,NO
REC_1497,EXCLUDE,E1..E4,1.0,NO
REC_1498,EXCLUDE,E1..E4,1.0,NO
REC_1499,EXCLUDE,E1..E4,1.0,NO
REC_1500,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1501,EXCLUDE,E1..E4,1.0,NO
REC_1503,EXCLUDE,E1..E4,1.0,NO
REC_1505,BORDERLINE_EXCLUDE,E1..E4,0.7,NO
REC_1506,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1507,EXCLUDE,E1..E4,1.0,NO
REC_1508,EXCLUDE,E1..E4,1.0,NO
REC_1509,EXCLUDE,E1..E4,1.0,NO
REC_1510,EXCLUDE,E1..E4,1.0,NO
REC_1511,EXCLUDE,E1..E4,1.0,NO
REC_1513,EXCLUDE,E1..E4,1.0,NO
REC_1514,EXCLUDE,E1..E4,1.0,NO
REC_1515,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1516,EXCLUDE,E1..E4,1.0,NO
REC_1517,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1520,EXCLUDE,E1..E4,1.0,NO
REC_1523,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1524,EXCLUDE,E1..E4,1.0,NO
REC_1527,EXCLUDE,E1..E4,1.0,NO
REC_1528,EXCLUDE,E1..E4,1.0,NO
REC_1530,EXCLUDE,E1..E4,1.0,NO
REC_1531,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1532,EXCLUDE,E1..E4,1.0,NO
REC_1533,EXCLUDE,E1..E4,1.0,NO
REC_1534,EXCLUDE,E1..E4,1.0,NO
REC_1538,BORDERLINE_EXCLUDE,E1..E4,0.7,NO
REC_1542,EXCLUDE,E1..E4,1.0,NO
REC_1543,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1544,EXCLUDE,E1..E4,1.0,NO
REC_1545,EXCLUDE,E1..E4,1.0,NO
REC_1546,EXCLUDE,E1..E4,1.0,NO
REC_1550,EXCLUDE,E1..E4,1.0,NO
REC_1551,EXCLUDE,E1..E4,1.0,NO
REC_1552,EXCLUDE,E1..E4,1.0,NO
REC_1554,EXCLUDE,E1..E4,1.0,NO
REC_1556,EXCLUDE,E1..E4,1.0,NO
REC_1558,EXCLUDE,E1..E4,1.0,NO
REC_1559,EXCLUDE,E1..E4,1.0,NO
REC_1560,EXCLUDE,E1..E4,1.0,NO
REC_1562,EXCLUDE,E1..E4,1.0,NO
REC_1563,EXCLUDE,E1..E4,1.0,NO
REC_1565,EXCLUDE,E1..E4,1.0,NO
REC_1566,EXCLUDE,E1..E4,1.0,NO
