"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Research on UAV Navigation Based on the Kalman Filter and Geomagnetic Matching Algorithm","S. Li","National Key Laboratory Of Transient Physics Nanjing University of Science and Technology, Nanjing, China","2025 5th International Conference on Electronics, Circuits and Information Engineering (ECIE)","29 Jul 2025","2025","","","343","350","To address the challenge of low-precision navigation in GPS-denied environments for unmanned aerial vehicles (UAVs), this paper proposes a hybrid geomagnetic matching algorithm based on Ant Colony Optimization (ACO) and Particle Swarm Optimization (PSO), combined with an Unscented Kalman Filter (UKF) for robust dynamic state estimation. The proposed method utilizes ACO for global exploration and PSO for local refinement to enhance matching accuracy between real-time magnetic field measurements and a reference geomagnetic map. The UKF integrates matching results with inertial data to compensate for sensor drift and improve the robustness of the estimation. Simulation results demonstrate that the proposed ACO-PSO-UKF framework significantly enhances positioning accuracy, convergence speed, and resistance to interference compared to traditional methods. The average root mean square error (RMSE) is reduced to 0.54 meters, and the system maintains real-time performance with an iteration time under to 50ms. The algorithm offers a practical solution for autonomous UAV navigation in complex and signal-denied environments, with strong potential for embedded implementation and real-world deployment.","","979-8-3315-1401-3","10.1109/ECIE65947.2025.11086975","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11086975","UAV navigation;geomagnetic matching;ant colony optimization;particle swarm optimization;unscented Kalman filter","Ant colony optimization;Accuracy;Navigation;Heuristic algorithms;Autonomous aerial vehicles;Real-time systems;Kalman filters;Particle swarm optimization;Vehicle dynamics;State estimation","","3","","21","IEEE","29 Jul 2025","23-25 May 2025","23-25 May 2025","IEEE","IEEE Conferences"
"Proximal Policy Optimization Based Autonomous Navigation in Dynamic Environment Using LiDAR-Camera Fusion Technique","Seher; S. Ullah Bazai; A. Naushad; U. A. Bhatti; A. I. Ashirova; H. A. Nurmatovich","College of CS and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Department of Computer Engineering, Balochistan University of Information Technology, Engineering & Management Sciences (BUITEMS), Quetta, Pakistan; Department of Computer Science, National University of Sciences and Technology (NUST), Quetta, Pakistan; School of Information and Communication Technology, Hainan University, Hainan, China; Department of General Professional Sciences, Mamun University, Khiva, Uzbekistan; Department of Transports Systems, Urgench State University, Urgench city, Uzbekistan",2025 IEEE 2nd International Conference on Deep Learning and Computer Vision (DLCV),"28 Jul 2025","2025","","","1","6","Smart robots are being deployed to autonomously navigate complex and dynamic indoor environments. Autonomous navigation in unknown and dynamic environments is a major challenge for robots, especially when it comes to making safe decisions in complex environment. In this research, we use the Proximal Policy Optimization (PPO) algorithm combined with LiDAR-camera sensor fusion to address this problem. While using only 3D LiDAR or a camera often leads to failure in complex scenes, fusing the two sensors provides a much clearer and more reliable understanding of the environment. This improved perception helps the robot avoid dynamic obstacles and make safer navigation choices. This research results show a clear improvement in both training performance and safety: the robot achieves a 75% average success rate across episodes of training and identifies important environmental features with 80% probability. Overall, this research offers a practical and effective solution for safe autonomous navigation in challenging, complex environments.","","979-8-3315-2269-8","10.1109/DLCV65218.2025.11088840","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11088840","Proximal Policy Optimization (PPO);Autonomous navigation;LiDAR-Camera Fusion;Probability of identification","Training;Three-dimensional displays;Navigation;Sensor fusion;Robot sensing systems;Safety;Reliability;Robots;Optimization;Autonomous robots","","2","","26","IEEE","28 Jul 2025","6-8 June 2025","6-8 June 2025","IEEE","IEEE Conferences"
"Bio-Inspired Approach for Long-Range Underwater Navigation Using Model Predictive Control","Y. Zhang; X. Liu; M. Luo; C. Yang","College of Computer and Information, Hohai University, Nanjing, China; College of IoT Engineering, Hohai University, Changzhou, China; Jiangsu Key Laboratory of Special Robots, Hohai University, Changzhou, China; Bristol Robotics Laboratory, University of the West of England, Bristol, U.K.",IEEE Transactions on Cybernetics,"4 Aug 2021","2021","51","8","4286","4297","Lots of evidence has indicated that many kinds of animals can achieve goal-oriented navigation by spatial cognition and dead reckoning. The geomagnetic field (GF) is a ubiquitous cue for navigation by these animals. Inspired by the goal-oriented navigation of animals, a novel long-distance underwater geomagnetic navigation (LDUGN) method is presented in this article, which only utilizes the declination component ( D) and inclination component ( I) of GF for underwater navigation without any prior knowledge of the geographical location or geomagnetic map. The D and I measured by high-precision geomagnetic sensors are compared periodically with that of the destination to determine the velocity and direction in the next step. A model predictive control (MPC) algorithm with control and state constraints is proposed to achieve the control and optimization of navigation trajectory. Because the optimal control is recalculated at each sampling instant, the MPC algorithm can overcome interferences of geomagnetic daily fluctuation, geomagnetic storms, ocean current, and geomagnetic local anomaly. The simulation results validate the feasibility and accuracy of the proposed algorithm.","2168-2275","","10.1109/TCYB.2019.2933397","National Natural Science Foundation of China(grant numbers:61473120,61803381); Key Research and Development Program of Jiangsu(grant numbers:BE2017071,BE2017647,BE2018004-04); Fundamental Research Funds for the Central Universities(grant numbers:2018B47114); Open Research Fund of the State Key Laboratory of Bioelectronics of Southeast University(grant numbers:201905); State Key Laboratory of Integrated Pest Management(grant numbers:IPM1914); Projects of Anhui Province University Outstanding Youth Talent Support Program(grant numbers:gxyq2019094); Projects of International Cooperation and Exchanges of Changzhou(grant numbers:CZ20170018); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8809889","Autonomous underwater vehicle (AUV);bioinspired;geomagnetic navigation;model predictive control (MPC);underwater navigation","Navigation;Earth;Magnetosphere;Animals;Sensors;Robots;Magnetic resonance imaging","Algorithms;Animals;Aquatic Organisms;Computer Simulation;Hydrobiology;Magnetics;Models, Biological;Spatial Navigation;Water Movements","41","","49","IEEE","22 Aug 2019","Aug. 2021","","IEEE","IEEE Journals"
"Semantic-Enhanced Path Planning for Safety-Centric Indoor Robots Navigation","K. Omer; E. Torta; A. Monteriù","Department of Information Engineering, Università Politecnica delle Marche, Ancona, Italy; Department of Mechanical Engineering, Eindhoven University of Technology, Eindhoven, Netherlands; Department of Information Engineering, Università Politecnica delle Marche, Ancona, Italy","2024 10th International Conference on Automation, Robotics and Applications (ICARA)","18 Jun 2024","2024","","","185","190","This paper presents an innovative approach for indoor mobile robot navigation, focusing on environments like Ambient Assisted Living spaces (AAL), smart homes, and factories, where humans and robots coexist. The need for effective space and traffic management in these areas is critical for ensuring safety and mobility. Our novel Semantic Path Planning algorithm improves upon traditional grid mapping by using a multi-dimensional array in the map file, where varying intensities indicate occupancy levels. The planner imposes penalties on free cells near specific static objects based on user preferences, facilitating autonomous robot movement in designated areas without creating rigid barriers. A standout feature of our algorithm is its ability to prioritize specific zones frequented by vulnerable groups like the elderly, or areas designated for rest, pets, or children's play. By enhancing the A* path planner with semantic and geometric data, our approach enables the management of these zones, leading to a comprehensive grid map for optimal path-finding. Moreover, this methodology is promising for multi-robot systems with differing navigation abilities and access rights. It also improves robot localization by focusing on unique environmental landmarks, thereby enhancing tracking accuracy and aiding in swift localization recovery. This approach is ideal for safe, efficient, and context-aware navigation in dynamic shared human-robot environments.","2767-7745","979-8-3503-9424-5","10.1109/ICARA60736.2024.10553077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10553077","Semantic Mobile Robot Navigation;Semantic Path Planning;Safety-Centric Navigation;Human-Centered Design;Autonomous Robotics;Context-Aware Navigation","Location awareness;Navigation;Semantics;Robot sensing systems;Path planning;Safety;Digital twins","","4","","24","IEEE","18 Jun 2024","22-24 Feb. 2024","22-24 Feb. 2024","IEEE","IEEE Conferences"
"Extended Dijkstra Algorithm in Path Planning for Vision Based Patrol Robot","C. K. Teh; W. Kit Wong; T. S. Min","Faculty of Engineering and Technology, Multimedia University, Jln Ayer Keroh Lama, Malaysia; Faculty of Engineering and Technology, Multimedia University, Jln Ayer Keroh Lama, Malaysia; Faculty of Engineering and Technology, Multimedia University, Jln Ayer Keroh Lama, Malaysia",2021 8th International Conference on Computer and Communication Engineering (ICCCE),"1 Jul 2021","2021","","","184","189","In the recent years, Global positioning system (GPS) has worked with Global Navigation Satellite System (GNSS) to provide higher accuracy quality of locating a device. However, this localization service doesn't reach indoor facility. For an indoor type vision based patrol robot, the problem would encounter in path planning that allows the patrol robot to find the optimum path to reach the destination and return to home position. In this paper, an extended Dijkstra algorithm is proposed for path planning to the vision based patrol robot for surveillance purposes. This design used visual type sensor, range sensor and IMU system to instantaneously update the map data according to the current path of the vision robot and apply the path planning feature to perform obstacle avoidance and re-routing process based on the obstacle type faced by the robot. The result shown by this approach indeed capable to complete multiple cycles of testing with positive result.","","978-1-7281-1065-3","10.1109/ICCCE50029.2021.9467157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9467157","path planning;robotics;surveillance","Global navigation satellite system;Visualization;Surveillance;Robot vision systems;Machine learning;Cameras;Path planning","","4","","10","IEEE","1 Jul 2021","22-23 June 2021","22-23 June 2021","IEEE","IEEE Conferences"
"Wind-Compensated Navigation for Fixed-Wing UAVs Under GNSS Denial","J. Li; K. Tang; W. Wu; Y. Guo; M. Fang; X. Geng","National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China",2025 China Automation Congress (CAC),"28 Apr 2026","2025","","","374","379","This paper proposes a wind-compensated navigation algorithm for small fixed-wing unmanned aerial vehicles (UAVs) in *1SS-denied environments. Leveraging the short-term invariance of wind speed, the algorithm computes the wind triangulation and fuses measurements from multiple low-cost onboard sensors, including an inertial measurement unit (IMU), Pitot tube, and barometer, to achieve GNSS-independent state estimation, ensuring continuous and reliable flight performance under adverse conditions. Finally, practical UAV flight experiments based simulations were conducted. Experimental results validated the correctness and superiority of the proposed algorithm.","2688-0938","979-8-3315-8967-7","10.1109/CAC67268.2025.11487099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11487099","wind compensation;multi sensor fusion;UAVs;GNSS-denied;autonomous navigation","Aerospace and electronic systems;Aerospace control;Jamming;Payloads;Antennas;Feeds;Antennas and propagation;Filtering;Kalman filters;Filters","","","","16","IEEE","28 Apr 2026","26-28 Sept. 2025","26-28 Sept. 2025","IEEE","IEEE Conferences"
"Robot for Sanitizing Hospitals with Patient Assistive Technology","Raahena.S; Rejith.V.P; S. R. V; A. Asha","Department of Electronics and Communication, Rajalakshmi Engineering College, Chennai, India; Department of Electronics and Communication, Rajalakshmi Engineering College, Chennai, India; Electronics and Communication Department, Rajalakshmi Engineering College, Chennai, India; Department of Electronics and Communication, Rajalakshmi Engineering College, Chennai, India",2026 6th International Conference on Pervasive Computing and Social Networking (ICPCSN),"8 Jun 2026","2026","","","1420","1428","Hospitals require frequent and reliable surface disinfection to reduce the spread of infectious microorganisms while ensuring continuous patient care and emergency responsiveness. Conventional manual sanitization is labor-intensive, exposes healthcare workers to infection risks, and is difficult to scale during high-demand situations. This paper presents the design and implementation of a low-cost autonomous hospital assistance robot that integrates hybrid disinfection and patient assistive technologies within a distributed embedded architecture. The proposed robot performs autonomous indoor navigation using ultrasonic sensors and wheel encoder feedback combined with lightweight grid-based mapping, enabling obstacle detection and collision avoidance without requiring expensive LiDAR-based SLAM systems. A hybrid disinfection mechanism combining ultraviolet (UV) irradiation and sanitizer spraying is employed to improve surface sterilization coverage. In addition to sanitization, the robot provides patient-assistive services, including scheduled medical reminders and an emergency SOS alert system that notifies caregivers through a web-based monitoring dashboard. The system is implemented using two ESP32 controllers and an Arduino Uno, enabling concurrent navigation, actuation, and service management on resource-constrained embedded hardware. Experimental evaluation in indoor environments demonstrates reliable navigation, continuous hybrid disinfection operation, accurate reminder triggering, and successful SOS alert transmission. The proposed system demonstrates that integrated hospital assistance functions can be achieved using low-cost distributed embedded platforms suitable for scalable healthcare deployment.","","979-8-3315-7236-5","10.1109/ICPCSN68523.2026.11543649","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11543649","Autonomous hospital robot;hybrid UV–spray disinfection;ultrasonic sensor navigation;occupancy grid mapping;distributed embedded architecture;IoT healthcare robotics;patient assistive technology;emergency alert system","Disinfection;Navigation;Robots;Hospitals;Cleaning;Silicon-on-insulator;Timing;Motors;Image sensors;Real-time systems","","","","14","IEEE","8 Jun 2026","6-8 May 2026","6-8 May 2026","IEEE","IEEE Conferences"
"Toward C-V2X Enabled Connected Transportation System: RSU-Based Cooperative Localization Framework for Autonomous Vehicles","Z. Huang; S. Chen; Y. Pian; Z. Sheng; S. Ahn; D. A. Noyce","College of Engineering, University of Wisconsin–Madison, Madison, WI, USA; College of Engineering, University of Wisconsin–Madison, Madison, WI, USA; Department of Computer Science and Technology, Sun Yat-sen University, Guangzhou, China; College of Engineering, University of Wisconsin–Madison, Madison, WI, USA; College of Engineering, University of Wisconsin–Madison, Madison, WI, USA; College of Engineering, University of Wisconsin–Madison, Madison, WI, USA",IEEE Transactions on Intelligent Transportation Systems,"4 Oct 2024","2024","25","10","13417","13431","An accurate and robust localization system is crucial for autonomous vehicles (AVs) to enable safe driving in urban scenes. While existing global navigation satellite system (GNSS)-based methods are effective at locating vehicles in open-sky regions, achieving high-accuracy positioning in urban canyons such as lower layers of multi-layer bridges, streets beside tall buildings, tunnels, etc., remains a challenge. In this paper, we investigate the potential of cellular-vehicle-to-everything (C-V2X) wireless communications in improving the localization performance of AVs under GNSS-denied environments. Specifically, we propose the first roadside unit (RSU)-based cooperative localization framework, namely CV2X-LOCA, that only uses C-V2X channel state information to achieve lane-level positioning accuracy. CV2X-LOCA consists of four key parts: data processing module, coarse positioning module, environment parameter correcting module, and vehicle trajectory filtering module. These modules jointly handle challenges present in dynamic C-V2X networks. Extensive simulation and field experiments show that CV2X-LOCA achieves state-of-the-art performance for vehicle localization even under noisy conditions with high-speed movement and sparse RSU coverage environments. While focusing on AV localization, CV2X-LOCA also can extend to other C-V2X-equipped road users. The study results also provide insights into future investment decisions for transportation agencies regarding deploying RSUs cost-effectively.","1558-0016","","10.1109/TITS.2024.3410185","U.S. Department of Transportation(grant numbers:69A3552348305); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10556814","Autonomous vehicles;connected and automated vehicles;vehicle localization;GNSS-denied;cellular-vehicle-to-everything;roadside units;lane-level positioning","Accuracy;Location awareness;Vehicle-to-everything;Vehicle dynamics;Roads;Global navigation satellite system;Sensors","","32","","57","IEEE","13 Jun 2024","Oct. 2024","","IEEE","IEEE Journals"
"Depth-based Deep Learning for Manhole Detection in UAV Navigation","R. E. Andersen; M. Zajaczkowski; H. Jaiswal; J. Xu; W. Fan; E. Boukas","Department of Electrical and Photonics Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark; Force Technology, Brøndby, Denmark; Force Technology, Brøndby, Denmark; Department of Electrical and Photonics Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark; Department of Electrical and Photonics Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark; Department of Electrical and Photonics Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark",2022 IEEE International Conference on Imaging Systems and Techniques (IST),"20 Jul 2022","2022","","","1","6","Drones navigating in dark, GPS-denied and confined spaces can pose a difficult challenge due to, among other, the processing power required to maintain a high resolution map of the environment. This is specifically challenging when the drone has to fly through narrow spaces where a low resolution voxel representation can result in failure to find viable trajectories. Drawing inspiration from the Inspectrone Project, which deals with the inspection of large marine vessels for classification processes, in this paper we propose using a deep learning model to detect manholes relying only on a depth image. We investigate different sizes of networks in an attempt to provide an adequate accuracy while maintain a low computational load, suitable for drone implementation on a parallel processing co-processor. With an end goal to be able to accurately and robustly traverse the ballast tanks of the aforementioned vessels, we employ a temporal filter to increase the robustness and limit sensitivity to false positives by requiring multiple detections within a timeframe before the final location of the manhole is confirmed to be valid. Our results show that using deep learning on depth images is a feasible way to achieve a scene texture-agnostic solution for the detection the manholes. Our approach is successfully demonstrated by flying through a 1: 1 size standard manhole found on marine vessel.","1558-2809","978-1-6654-8102-1","10.1109/IST55454.2022.9827720","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9827720","Deep Learning;UAV;Manhole;Confined Spaces","Deep learning;Sensitivity;Navigation;Detectors;Inspection;Parallel processing;Robustness","","11","","36","IEEE","20 Jul 2022","21-23 June 2022","21-23 June 2022","IEEE","IEEE Conferences"
"An Indoor Navigation Control Strategy for a Brain-Actuated Mobile Robot","Y. Liu; J. Li; Z. Li","College of Automation Science and Engineering, South China University of Technology, Guangzhou, China; College of Automation Science and Engineering, South China University of Technology, Guangzhou, China; College of Automation Science and Engineering, South China University of Technology, Guangzhou, China",2018 3rd International Conference on Advanced Robotics and Mechatronics (ICARM),"13 Jan 2019","2018","","","13","18","In this paper, a brain-machine interface (BMI) with the capability of navigating a mobile robot in indoor environment, is proposed. The BMI, which is based on steady state visually evoked potentials (SSVEP), utilizes canonical correlation analysis (CCA) algorithm to classify electroencephalogram (EEG) signals and then translates the recognition results into motion commands for the trajectory planning based on artificial potential field (APF). In the navigation control strategy, the combination of particle filter-based simultaneous localization and mapping (S-LAM) and EEG-APF method is proposed to navigate the robot to a goal point with free obstacles, where SLAM algorithm would build a global map of the corridor and EEG-APF method would produce a trajectory free of obstacles. Extensive experiments have been conducted to verify the effectiveness of our system.","","978-1-5386-7066-8","10.1109/ICARM.2018.8610705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8610705","Artificial potential fields;brain-machine interface;simultaneous localization and mapping;SSVEP","Simultaneous localization and mapping;Electroencephalography;Mobile robots;Correlation;Navigation","","2","","22","IEEE","13 Jan 2019","18-20 July 2018","18-20 July 2018","IEEE","IEEE Conferences"
"Asymmetric Cooperative Localization for UAV Inspection Inside Wind Turbine Towers Based on 3D Semantic Segmentation","Z. Wang; W. Deng; R. Xia; B. Xu; B. Zhang; R. Shen","New Energy Technology Department, Xi'an Thermal Power Research Institute Co., Ltd., Xi'an, China; New Energy Technology Department, Xi'an Thermal Power Research Institute Co., Ltd., Xi'an, China; Huaneng Anhui Mengcheng Wind Power Generation Co., Ltd., Anhui, China; Huaneng Anhui Mengcheng Wind Power Generation Co., Ltd., Anhui, China; Huaneng Anhui Mengcheng Wind Power Generation Co., Ltd., Anhui, China; School of electronic and information engineering, Tongji University, Shanghai, China",2026 2nd International Conference on Electrical Automation and Artificial Intelligence (ICEAAI),"27 Mar 2026","2026","","","653","658","To ensure the safety of wind energy infrastructure, an asymmetric cooperative localization framework is developed for UAV inspection inside wind turbine towers. Addressing the challenges of Global Navigation Satellite System denied environments and geometric repetitiveness, the methodology offloads perception and computation to a ground-based station. The approach involves a geometric preprocessing sequence to align point cloud coordinates and suppress platform pose drift, followed by a 3D semantic segmentation network to isolate the UAV from the complex tower environment. The UAV's position is then determined through geometric statistics of the segmented data. Experimental results in real-world scenarios demonstrate that the framework provides robust and stable position estimates, effectively distinguishing small targets in large-scale structured spaces. This research offers a practical solution for automated industrial inspections, reducing UAV payload while enhancing system reliability.","","979-8-3315-7148-1","10.1109/ICEAAI68945.2026.11442581","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11442581","asymmetric cooperative localization;wind turbine tower;semantic segmentation;GNSS denied","Location awareness;Global navigation satellite system;Three-dimensional displays;Wind energy;Semantic segmentation;Poles and towers;Inspection;Autonomous aerial vehicles;Wind turbines;Safety","","","","10","IEEE","27 Mar 2026","16-18 Jan. 2026","16-18 Jan. 2026","IEEE","IEEE Conferences"
"Autonomous Scene Matching Navigation Based on Range Optimization of Reference Image by Interframe Matching","Y. Hu; P. Liu; H. Chen; S. Li","Xi’an Microelectronics, Technology Institute, Xi’an, China; Xi’an Microelectronics, Technology Institute, Xi’an, China; Xi’an Microelectronics, Technology Institute, Xi’an, China; Xi’an Microelectronics, Technology Institute, Xi’an, China",2022 5th International Conference on Pattern Recognition and Artificial Intelligence (PRAI),"4 Oct 2022","2022","","","903","909","The traditional scene matching assisted navigation is closely coupled with the offline planning route. It is mainly the route guidance mode. When the mission is changed, the interception or the sudden air situation causes the deviation from the surveying and mapping channel, the scene matching and positioning will fail. It does not have pure visual navigation and positioning ability. This paper focuses on an autonomous scene matching navigation method that can be decoupled from offline planning routes. Combined with the control idea of continuous flight system, we preliminarily estimate the navigation information through the sequence real-time inter-frame registration, and optimize and evaluate the satellite remote sensing reference map combined with the current estimated pose information, and scale and crop the reference map area to be registered. Then, the real-time map at the current moment is matched with the optimized high-similarity area reference map, which can effectively reduce the amount of matching calculation, improve the matching stability, and realize autonomous scene matching navigation and positioning that is decoupled from the planned route. After the system software and hardware design, based on the multi-rotor UAV and non-real-time Google satellite map, a free flight navigation test was carried out in Chang'an Park of Xi'an. When the flight height is 500m above the ground, the optimized reference map area and the real-time map overlap >90%, the average horizontal positioning error of pure visual scene matching navigation is 16.4m (<4% of the height), and the average altitude positioning error is 26.9 m (<6% of height), the average yaw angle error is 2.8° (<5°), and the update frequency is 20Hz, which can meet the technical requirements of high cohesion and low coupling for autonomous navigation of UAVs in GPS-denied environments.","","978-1-6654-9916-3","10.1109/PRAI55851.2022.9904193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9904193","scene matching navigation;autonomous navigation;free flight navigation;navigation in GPS denied environment","Technical requirements;Visualization;Satellites;Satellite navigation systems;Real-time systems;Aircraft navigation;Planning","","","","16","IEEE","4 Oct 2022","19-21 Aug. 2022","19-21 Aug. 2022","IEEE","IEEE Conferences"
"Monocular Vision Aided Autonomous UAV Navigation in Indoor Corridor Environments","R. P. Padhy; F. Xia; S. K. Choudhury; P. K. Sa; S. Bakshi","National Institute of Technology Rourkela, Rourkela, Orissa, IN; Dalian University of Technology, Dalian, Liaoning, CN; National Institute of Technology Rourkela, Rourkela, Orissa, IN; National Institute of Technology Rourkela, Rourkela, Orissa, IN; National Institute of Technology Rourkela, Rourkela, Orissa, IN",IEEE Transactions on Sustainable Computing,"7 Mar 2019","2019","4","1","96","108","Deployment of autonomous Unmanned Aerial Vehicles (UAV) in various sectors such as disaster hit environments, industries, agriculture, etc., not only improves productivity but also reduces human intervention resulting in sustainable benefits. In this regard, we present a model for autonomous navigation and collision avoidance of UAVs in GPS-denied corridor environments. In the first stage, we suggest a fast procedure to estimate the set of parallel lines whose intersection would yield the position of the vanishing point (VP) inside the corridor. A suitable measure is then formulated based on the position of VP on the intersecting lines in reference to any of the image boundary axes. The knowledge of VP location alongside the formulated mechanism govern the necessary set of commands to safely navigate the UAV avoiding any collision with the side walls. Furthermore, the relative Euclidean distance scale expansion of matched scale-invariant keypoints in a pair of frames is taken into account to estimate the depth of a frontal obstacle; usually a wall at the end of the corridor. However, turbulence in the UAV arising due to its rotors or other external factors such as wind may introduce uncertainty in depth estimation. It is rectified with the help of a constant velocity aided Kalman filter model. Necessary set of control commands are then generated to avoid the frontal wall before collision. Exhaustive experiments in different corridors reveal the efficacy of the proposed scheme.","2377-3782","","10.1109/TSUSC.2018.2810952","Information Security Education and Awareness(grant numbers:1(1)/ISEA-II/PMU/2015); Ministry of Electronics and Information Technology; Science and Engineering Research Board(grant numbers:SB/FTP/ETA-0059/2014); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8305495","Collision avoidance;monocular vision;vanishing point;UAV navigation;scale-invariant features;Kalman filter","Navigation;Cameras;Collision avoidance;Task analysis;Unmanned aerial vehicles;Robot sensing systems;Autonomous robots","","38","","38","IEEE","1 Mar 2018","1 Jan.-March 2019","","IEEE","IEEE Journals"
"Development and Testing of an Optical Flow-Based Navigation System for Unmanned Vehicles","G. E. Veselov; D. E. Vakhrushev; S. A. Sklyarov; D. M. Elkin","Institute of Computer Technologies and Information Security, Southern Federal University, Taganrog, Russia; Institute of Computer Technologies and Information Security, Southern Federal University, Taganrog, Russia; Institute of Computer Technologies and Information Security, Southern Federal University, Taganrog, Russia; Institute of Computer Technologies and Information Security, Southern Federal University, Taganrog, Russia","2024 IEEE 3rd International Conference on Problems of Informatics, Electronics and Radio Engineering (PIERE)","25 Dec 2024","2024","","","90","95","The study investigates the use of optical flow to enhance navigation in environments where Global Navigation Satellite System signals are unavailable, such as indoors or in urban areas. In this study, we considered the use of optical flow for navigation of autonomous moving objects, which is an important direction in modern navigation systems The theoretical foundations and components of the developed prototype are described. Initial tests revealed issues, and solutions were proposed, including delay compensation through cross-correlation for sensor synchronization. The second round of testing confirmed improved accuracy and noise reduction. Orientation by optical flow allows using a vehicle without a global positioning system, as well as identifying impacts on this system. Integration increases cyber resistance to attacks and, as a result, will increase the survivability of the system. This system is especially well suited for use at low altitudes of up to ten meters, particularly in the agricultural sphere.","","979-8-3315-1632-1","10.1109/PIERE62470.2024.10804871","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10804871","optical flow;navigation;global navigation satellite system (GNSS);indoor navigation;sensor synchronization;delay compensation;cross-correlation function","Meters;Accuracy;Radio navigation;Prototypes;Optical variables measurement;Satellite navigation systems;Synchronization;Optical sensors;Optical flow;Testing","","","","10","IEEE","25 Dec 2024","15-17 Nov. 2024","15-17 Nov. 2024","IEEE","IEEE Conferences"
"Feature 3D Gaussian Splatting for UAV-to-Ship Pose Estimation in GNSS-Denied Environments","A. Bernas; J. McConnell; J. Seargeant; L. DeVries","Robotics & Control Engineering Department, United States Naval Academy, Annapolis, Maryland, USA; Robotics & Control Engineering Department, United States Naval Academy, Annapolis, Maryland, USA; Robotics & Control Engineering Department, United States Naval Academy, Annapolis, Maryland, USA; Robotics & Control Engineering Department, United States Naval Academy, Annapolis, Maryland, USA",2026 International Conference on Unmanned Aircraft Systems (ICUAS),"14 Jul 2026","2026","","","1451","1458","Autonomous recovery of Unmanned Aerial Vehicles (UAVs) in maritime environments is challenged by dynamic ship motion, texture-poor surroundings, and vulnerabilities inherent to Global Navigation Satellite Systems (GNSS). To enable robust UAV state estimation relative to a naval vessel in GNSS-denied environments, this paper presents a novel vision-based pose estimation framework leveraging Feature 3D Gaussian Splatting (3DGS). Adopting STDLoc's sparse pose estimation framework, our approach bypasses computationally expensive dense rendering in favor of direct sparse 2D-3D matching. We extract 2D features from live monocular imagery using SuperPoint and match them against a compact set of view-consistent 3D Gaussian landmarks distilled via a Matching-Oriented Sampling strategy. The 6-DoF camera pose is then robustly recovered using a Perspective-n-Point (PnP) solver augmented with Locally Optimized RANSAC (LO-RANSAC). Experimental validation on a 1/24-scale naval Yard Patrol (YP) craft demonstrates centimeter-level translational accuracy (1.66 cm lateral, 2.28 cm vertical mean absolute errors) and near-degree rotational accuracy (0.90° roll, 1.17° yaw). This method eliminates the need for physical fiducial markers or precise CAD models, offering a scalable and highly accurate relative localization solution for autonomous maritime operations.","2575-7296","979-8-3315-9316-2","10.1109/ICUAS69441.2026.11598627","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11598627","Gaussian Splatting;Pose Estimation","Modeling;Pose estimation;Training;Timing;Marine vehicles;Cameras;Autonomous aerial vehicles;6-DOF;Equations;Printing","","","","14","USGov","14 Jul 2026","15-18 June 2026","15-18 June 2026","IEEE","IEEE Conferences"
