"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Pose estimation based on laser range finder for a quadrotor unmanned aerial vehicle in GPS-denied environment","X. Gu; B. Xian; F. Guo; Y. Zhang; X. Zhang","The Institute of Robotics and Autonomous System, the Tianjin Key Laboratory of Process Measurement and Control, School of Electrical Engineering and Automation, Tianjin University, 300072, China; The Institute of Robotics and Autonomous System, the Tianjin Key Laboratory of Process Measurement and Control, School of Electrical Engineering and Automation, Tianjin University, 300072, China; The Institute of Robotics and Autonomous System, the Tianjin Key Laboratory of Process Measurement and Control, School of Electrical Engineering and Automation, Tianjin University, 300072, China; The Institute of Robotics and Autonomous System, the Tianjin Key Laboratory of Process Measurement and Control, School of Electrical Engineering and Automation, Tianjin University, 300072, China; The Institute of Robotics and Autonomous System, the Tianjin Key Laboratory of Process Measurement and Control, School of Electrical Engineering and Automation, Tianjin University, 300072, China",Proceedings of the 32nd Chinese Control Conference,"21 Oct 2013","2013","","","667","672","The feedback of position and attitude information are important for the autonomous control of a quadrotor unmanned aerial vehicle (UAV). But in the GPS-denied environments, it is hard to obtain the quadrotor UAV's position. The pose estimation problem for a quadrotor UAV is addressed in this paper. A miniature laser range finder and a miniature attitude heading reference system (AHRS) unit are employed as the main onboard sensors. And a new pose estimation algorithm is developed to provide accurate estimation for the UAV's position and attitude which can be utilized for the flight controller in the GPS-denied environments.","1934-1768","978-9-8815-6383-5","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6639513","Quadrotor;Laser Range Finder;Pose Estimation;Localization","Global Positioning System;Estimation;Electronic mail;Unmanned aerial vehicles;Educational institutions;Attitude control;Lasers","","1","","12","","21 Oct 2013","26-28 July 2013","26-28 July 2013","IEEE","IEEE Conferences"
"Visual-based landing system of a multirotor UAV in GNSS denied environment","A. Marut; P. Wojciechowski; K. Wojtowicz; K. Falkowski","Faculty of Mechatronics, Armament and Aerospace, Military University of Technology, Warsaw, Poland; Faculty of Mechatronics, Armament and Aerospace, Military University of Technology, Warsaw, Poland; Faculty of Mechatronics, Armament and Aerospace, Military University of Technology, Warsaw, Poland; Faculty of Mechatronics, Armament and Aerospace, Military University of Technology, Warsaw, Poland",2023 IEEE 10th International Workshop on Metrology for AeroSpace (MetroAeroSpace),"27 Jul 2023","2023","","","308","313","Visual-based landing systems for multirotor unmanned aerial vehicles (UAVs) have become an active research area in robotics and aviation. The availability of GNSS signals is essential for most commercial UAVs, but unfortunately, these signals can be lost in certain environments or intentionally denied in military operations. Therefore, visual-based landing systems can provide an alternative solution to enable a low-cost system for precisely landing UAVs in GNSS-denied environments. This paper overviews recent research on visual-based landing systems for multirotor UAVs in a highly unfamiliar environment. The paper presents a comprehensive review of various vision-based techniques, such as optical flow, stereo vision, monocular visual odometry, and deep learning-based methods, which have been proposed for the accurate landing of UAVs in GNSS-denied environments. This paper proposes a multi-camera landing aid system based on ArUco markers. Proposed system allows for a precision landing of the UAV with a pre-programmed approach trajectory. The paper also highlights the challenges and limitations of this topic and provides potential directions for future research. This paper aims to provide a valuable resource for researchers, engineers, and practitioners interested in developing visual-based landing systems for multirotor UAVs in GNSS-denied environments.","2575-7490","978-1-6654-5690-6","10.1109/MetroAeroSpace57412.2023.10190013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10190013","UAV;multirotor;landing;ArUco;non-GNSS environment","Learning systems;Global navigation satellite system;Conferences;Metrology;Autonomous aerial vehicles;Trajectory;Stereo vision","","9","","29","IEEE","27 Jul 2023","19-21 June 2023","19-21 June 2023","IEEE","IEEE Conferences"
"Map-Aided UAV Visual Localization via Visual Odometry and Orthophoto Map Alignment","Y. Zhang; Q. Yi; Y. Zong; Z. Yan; H. He","Department of Control Science and Engineering, Army Arms University of PLA, Beijing, China; Department of Control Science and Engineering, Army Arms University of PLA, Beijing, China; Department of Control Science and Engineering, Army Arms University of PLA, Beijing, China; Department of Control Science and Engineering, Army Arms University of PLA, Beijing, China; Department of Control Science and Engineering, Army Arms University of PLA, Beijing, China",2026 2nd International Conference on Unmanned Systems and Technology (UST),"27 Aug 2026","2026","","","72","78","Stable localization without relying on GNSS position measurements is a key requirement for autonomous UAV navigation in GNSS-limited or disturbed environments. To address the scale drift, heading error accumulation, and trajectory interruption problems of pure visual odometry during long-term propagation, this paper proposes an orthophoto-map-aided two-dimensional visual localization method for downward-looking UAV images. The proposed method first estimates the inter-frame homography between adjacent UAV images to propagate the visual odometry state and obtain the predicted position of the current frame in the orthophoto map coordinate system. A local orthophoto patch is then cropped according to the predicted position, and UAV-map homography alignment is performed to provide periodic absolute correction. To avoid trajectory jumps caused by unreliable map observations, a quality gating mechanism based on the number of matches, number of inliers, reprojection error, and correction displacement is designed. When the predicted position may contain a large error, a local relocalization strategy searches neighboring candidate map regions to recover the global map anchor. Experiments on two real UAV flight datasets show that the proposed method achieves complete localization outputs on both datasets, with mean localization errors of 8.1 m and 8.4 m, respectively, significantly outperforming the pure VO baseline. Trajectory comparisons further demonstrate that periodic orthophoto map correction effectively suppresses accumulated drift, turning-position errors, and trajectory interruption, thereby improving the global consistency and continuity of downward-looking UAV visual localization.","","979-8-3195-1736-4","10.1109/UST70584.2026.11663724","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11663724","UAV visual localization;visual odometry;homography;image alignment;GNSS-denied navigation","Autonomous aerial vehicles;Location awareness;Propagation;Trajectory;Global navigation satellite system;Equations;Visualization;Current;Timing;Visual odometry","","","","11","IEEE","27 Aug 2026","3-5 July 2026","3-5 July 2026","IEEE","IEEE Conferences"
"Autonomous Cross-Floor Navigation System for a ROS-Based Modular Service Robot","W. -H. Wang; Y. -H. Chien; H. -H. Chiang; W. -Y. Wang; C. -C. Hsu","Department of Electrical Engineering, National Taiwan Normal University, Taiwan; Department of Electrical Engineering, National Taiwan Normal University, Taiwan; Department of Electrical Engineering, National Taiwan Normal University, Taiwan; Department of Electrical Engineering, National Taiwan Normal University, Taiwan; Department of Electrical Engineering, National Taiwan Normal University, Taiwan",2019 International Conference on Machine Learning and Cybernetics (ICMLC),"6 Jan 2020","2019","","","1","6","In this paper, we present an autonomous cross-floor navigation system including mapping, localization, path planning, and scene recognition based on robot operating system (ROS) architecture. The Gmapping algorithm is utilized to build a 2D map with a laser range-finder, and AMCL algorithm is utilized in the robot localization. Moreover, an improved A* algorithm is proposed to prevent robot from getting too close to the wall. Because our robot needs to navigate in the multi-floor environment, a decision system using deep convolutional neural network (DCNN) is also designed to recognize the current floor and the associated map can be download to the robot system. By training with the scene images of the featured location in each floor, the robot can recognize the current floor and then complete the navigation task. Finally, real test of our robot is conducted to demonstrate the feasibility of the proposed method.","2160-1348","978-1-7281-2816-0","10.1109/ICMLC48188.2019.8949176","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8949176","Cross-floor navigation system;Modular service robot;ROS architecture;Deep convolutional neural network (DCNN)","Training;Navigation;Service robots;Operating systems;Computer architecture;Network architecture;Robot localization;Path planning;Convolutional neural networks;Floors","","4","","13","IEEE","6 Jan 2020","7-10 July 2019","7-10 July 2019","IEEE","IEEE Conferences"
"Implementation of a 4D fast SLAM including volumetric sum of the UAV","A. Aditya","Department of Electrical Engineering, Indian School of Mines, Dhanbad, India",2012 Sixth International Conference on Sensing Technology (ICST),"14 Feb 2013","2012","","","78","84","Traditionally, Simultaneous Localization and Mapping (SLAM) involved a development of map using the actual map coordinates, with the robot itself occupying some 3-dimensional space. SLAM forms an indispensable part of navigation system of an autonomous system. In this paper, we try to assess a method for implementation of a full 4D (4 degree of freedom) solution to SLAM using range and bearing sensors LIDAR (light detection and ranging) and camera for indoor navigation and GPS for outdoor navigation coupled with an Inertial Navigation System (INS) which include inertial sensors such as gyroscopes and accelerometer along with a magnetometer. The method for the Unmanned Aerial Vehicle (UAV) is further modified through volumetric addition into Landmarks and thus into map, in our SLAM procedure in order to decrease the computational complexities and also increase the efficiency of the collision detection algorithms. The UAV motions are restricted to the motion in the three degrees of freedom and yaw, while the pitch and roll are neglected as the UAV is always restricted to move at a constant altitude for a stipulated time-period. This method is significant as it serves for UAV's as Fast SLAM served for ground vehicles.","2156-8073","978-1-4673-2248-5","10.1109/ICSensT.2012.6461785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6461785","SLAM;EKF;UAV;Rao-Blackwellization;INS","Simultaneous localization and mapping;Robot kinematics;Magnetic sensors;Covariance matrix;Kalman filters","","5","","16","IEEE","14 Feb 2013","18-21 Dec. 2012","18-21 Dec. 2012","IEEE","IEEE Conferences"
"Embedded Mobile ROS Platform for SLAM Application with RGB-D Cameras","A. Newman; G. Yang; B. Wang; D. Arnold; J. Saniie","Department of Electrical and Computer Engineering, Embedded Computing and Signal Processing (ECASP) Research Laboratory, Illinois Institute of Technology, Chicago, IL, U.S.A.; Department of Electrical and Computer Engineering, Embedded Computing and Signal Processing (ECASP) Research Laboratory, Illinois Institute of Technology, Chicago, IL, U.S.A.; Department of Electrical and Computer Engineering, Embedded Computing and Signal Processing (ECASP) Research Laboratory, Illinois Institute of Technology, Chicago, IL, U.S.A.; Department of Electrical and Computer Engineering, Embedded Computing and Signal Processing (ECASP) Research Laboratory, Illinois Institute of Technology, Chicago, IL, U.S.A.; Department of Electrical and Computer Engineering, Embedded Computing and Signal Processing (ECASP) Research Laboratory, Illinois Institute of Technology, Chicago, IL, U.S.A.",2020 IEEE International Conference on Electro Information Technology (EIT),"29 Sep 2020","2020","","","449","453","Mapping and localization are essential for various robotic applications. Without a GPS signal, indoor navigation remains a challenging task. With recent progress in machine learning, embedded systems, and sensor technologies it has become practical to use computer vision algorithms to perform localization and mapping tasks on low power, portable robots. The focus of this project was to create a tracked vehicle with autonomous navigation capabilities for use in traversing difficult terrain. Such an unpredictable environment posing additional challenges to our navigation system. Navigation is achieved via processing source stereo image provided by an Intel RealSense D435i depth camera using the NVidia Jetson Nano, a CUDA-enabled single-board computer. The design heavily relies on the usage of the Robot Operating System (ROS) and Simultaneous Location and Mapping (SLAM) algorithms to enable flexibility in future feature expansion and ease of communication.","2154-0373","978-1-7281-5317-9","10.1109/EIT48999.2020.9208310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9208310","Autonomous Navigation;Simultaneous Localization and Mapping (SLAM);Robotics Operating System (ROS);NVidia Jetson Nano","Cameras;Simultaneous localization and mapping;Navigation;Feature extraction;Robot vision systems","","4","","10","IEEE","29 Sep 2020","31 July-1 Aug. 2020","31 July-1 Aug. 2020","IEEE","IEEE Conferences"
"Magnetic-map-matching Navigation For Odometry Using Low-cost Mobile Robot","Y. H. Kim; Y. Seo Kwon; J. W. Song","Departmemt of Intelligent Mechatronics Engineering, Sejong University, Seoul, Korea; Departmemt of Intelligent Mechatronics Engineering, Sejong University, Seoul, Korea; Departmemt of Intelligent Mechatronics Engineering, Sejong University, Seoul, Korea","2020 IEEE Eurasia Conference on IOT, Communication and Engineering (ECICE)","29 Dec 2020","2020","","","392","395","This research proposes an odometry-free mobile robot system that calculates navigation information based on dead reckoning using a control signal and a robot's dynamic model to construct the system at a minimal cost. The navigation system using control input has errors due to uncertainties such as road conditions of the operating environment, wheel slip, and inaccuracy of the control cycle. In this study, a position using magnetic map matching compensates for the cumulative error, and the yaw is measured by the gyroscope for the orientation angle error. The performance improvements are confirmed via simulations.","","978-1-7281-8060-1","10.1109/ECICE50847.2020.9301933","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9301933","mobile-robot;magnetic-map-matching;indoor navigation;extended kalman filter;odometry-free navigation","Mobile robots;Navigation;Robots;Magnetic field measurement;Robot kinematics;Wheels;Magnetic separation","","1","","7","IEEE","29 Dec 2020","23-25 Oct. 2020","23-25 Oct. 2020","IEEE","IEEE Conferences"
"Factor Graph Optimization based Sensor Fusion Positioning Algorithm for UAV in GPS-denied Environment","C. Wang; A. Kuanysh; X. Zhao; H. Liang; B. Yang","School of Computer Science, Northwestern Polytechnical University, Xi’an, China; School of Computer Science, Northwestern Polytechnical University, Xi’an, China; School of Physics and Information Technology, Shaanxi Normal University, Xi’an, China; China Academy of Space Technology, Xi’an, China; School of Computer Science, Northwestern Polytechnical University, Xi’an, China","2025 4th International Conference on Artificial Intelligence, Human-Computer Interaction and Robotics (AIHCIR)","26 Feb 2026","2025","","","1","5","In GPS-denied environments, especially in the dark and confined environments, traditional positioning methods are prone to performance degradation. Ultra-wideband (UWB) technology, which utilizes extremely wide bandwidth to achieve high-precision positioning, has attracted extensive attention under such circumstances. However, it also faces challenges such as measurement noise and accuracy degradation under non-line-of-sight (NLOS) conditions. To address the aforementioned issues, in this article, a fusion positioning method based on Factor Graph Optimization (FGO) that integrates IMU and UWB through data fusion is proposed. This approach ultimately achieves high-precision positioning for UAVs in their operational environments. According to the simulation results, by adopting the factor graph optimization, the proposed sensor fusion algorithm can achieve the median positioning error, the 95th positioning error, the root mean square error (RMSE), and the average standard deviation for RMSE with 0.0356 m, 0.0733 m, 0.0433 m, and 0.0197 m in the focused environments.","","979-8-3315-5493-4","10.1109/AIHCIR67580.2025.11405273","Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11405273","Factor graph optimization (FGO);Ultra-wideband (UWB);Inertial measurement unit (IMU);Unmanned aerial vehicle (UAV) positioning","Location awareness;Degradation;Accuracy;Simulation;Sensor fusion;Autonomous aerial vehicles;Root mean square;Optimization;Standards;Ultra wideband technology","","","","12","IEEE","26 Feb 2026","28-30 Nov. 2025","28-30 Nov. 2025","IEEE","IEEE Conferences"
"Triangulation-Enhanced WiFi-Based Autonomous Localization and Navigation System: A Low-Cost Approach","S. A. Kharmeh; E. Natsheh; R. Nasrallah; M. Masri","Department of Computer Engineering, An-Najah National University, Nablus, Palestine; Department of Computer Engineering, An-Najah National University, Nablus, Palestine; Department of Computer Engineering, An-Najah National University, Nablus, Palestine; Department of Computer Engineering, An-Najah National University, Nablus, Palestine",2024 22nd International Conference on Research and Education in Mechatronics (REM),"4 Nov 2024","2024","","","69","74","This study investigates the use of WiFi signal strength for localization and navigation in low-cost robotic systems, focusing on indoor environments. Mathematical models are developed based on signal strength measurements, integrated with triangulation techniques for dynamic robot positioning. Both logarithmic and linear regression techniques are employed to determine the distances between the robot and access points. Through experimental verification, accurate localization abilities are showcased. Various navigation algorithms, including A*, are evaluated for effectiveness. Overall, this study presents a low-cost system for indoor autonomous positioning and navigation, with potential applications in home care, inventory management, and emergency support.","2993-4591","979-8-3315-0597-4","10.1109/REM63063.2024.10735691","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10735691","indoor localization;low-cost;triangulation;signal strength indicator;navigation","Location awareness;Accuracy;Navigation;Heuristic algorithms;Neural networks;Position measurement;Mathematical models;Indoor environment;Robots;Wireless fidelity","","4","","13","IEEE","4 Nov 2024","24-26 Sept. 2024","24-26 Sept. 2024","IEEE","IEEE Conferences"
"Digital Twin for Drone Indoor Autonomous Navigation","M. J. Kumar; S. Singh; A. Saneen; D. Thomas","Department of Electronics and Communication Engineering, Indian Institute of Information Technology (IIIT) Kottayam, Valavoor, India; Department of Electronics and Communication Engineering, Indian Institute of Information Technology (IIIT) Kottayam, Valavoor, India; Department of Electronics and Communication Engineering, Indian Institute of Information Technology (IIIT) Kottayam, Valavoor, India; Department of Electronics and Communication Engineering, Indian Institute of Information Technology (IIIT) Kottayam, Valavoor, India",IEEE Sensors Letters,"8 Jan 2026","2026","10","2","1","4","A digital twin (DT)-based framework for autonomous drone navigation in GPS-denied indoor environments is presented in this letter. A real-time virtual replica of the drone enables precise control, trajectory optimization, and feedback. A 224 cm × 224 cm arena with ArUco markers defines the coordinate system, while an overhead camera and OpenCV provide vision-based localization. The ESP32-controlled drone uses the YOLOv11-nano model for obstacle detection and a lightweight transformer model, Depth Anything (Lihe-Young-small-hf), for monocular depth estimation—eliminating the need for LiDAR or stereo sensors. Detected obstacles are mapped into a 3-D grid for Dijkstra-based path planning. Real-time synchronization between the physical drone and its DT is achieved via message queuing telemetry transport (MQTT) within a robot operating system–Gazebo environment. The proposed DT system achieves an RMS trajectory deviation of approximately 0.015 m, representing an order-of-magnitude improvement compared with DT-based uncrewed aerial vehicle (UAV) navigation studies under similar experimental conditions, and maintains stable detection accuracy (mean average precision ≈ 0.994) throughout the maneuver. The proposed system offers a scalable low-cost solution for indoor UAV autonomy with potential applications in warehouse automation, disaster management, and intelligent surveillance.","2475-1472","","10.1109/LSENS.2025.3642424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11296820","Sensor applications;ArUco marker;Digital Twin (DT) synchronization;Dijkstra’s algorithm;Robotics and Digital Twin;You Only Look Once (YOLO)","Drones;Real-time systems;Digital twins;Synchronization;Trajectory;Navigation;Autonomous aerial vehicles;Indoor environment;Accuracy;Computational modeling","","1","","16","IEEE","10 Dec 2025","Feb. 2026","","IEEE","IEEE Journals"
"Self-positioning for UAV indoor navigation based on 3D laser scanner, UWB and INS","K. Li; C. Wang; S. Huang; G. Liang; X. Wu; Y. Liao","School of Optical and Electronic Information, Huazhong University of Science and Technology; Key Laboratory of Human-Machine Intelligence Synergic Systems, Chinese Academy of Sciences; Key Laboratory of Human-Machine Intelligence Synergic Systems, Chinese Academy of Sciences; Key Laboratory of Human-Machine Intelligence Synergic Systems, Chinese Academy of Sciences; Department of Mechanical and Automation Engineering, The Chinese University of Hong Kong; Key Laboratory of Human-Machine Intelligence Synergic Systems, Chinese Academy of Sciences",2016 IEEE International Conference on Information and Automation (ICIA),"2 Feb 2017","2016","","","498","503","In some GPS-denied indoor environment, micro Unmanned Aerial Vehicle (UAV) is a good choice to execute special tasks. However, self-positioning of UAV becomes difficult without the help of GPS. In this paper, we develop the self-positioning method for UAV indoor navigation, which integrates the information of 3D laser scanner, ultra-wideband (UWB) and Inertial navigation system (INS). The positioning model of INS, UWB and 3D laser scanner is analyzed. And then data fusion strategy based on Kalman filtering is introduced to improve the overall localization precision. The method is verified by simulation and the results show that the strategy improves positioning accuracy significantly compared to INS-only and UWB-only approaches.","","978-1-5090-4102-2","10.1109/ICInfA.2016.7831874","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7831874","UAV;Self-Positioning;Indoor Navigation;Data Fusion","Three-dimensional displays;Sensors;Laser modes;Surface emitting lasers;Acceleration;Unmanned aerial vehicles","","37","","18","IEEE","2 Feb 2017","1-3 Aug. 2016","1-3 Aug. 2016","IEEE","IEEE Conferences"
"Dual-Layer Path Planning With Pose SLAM for Autonomous Exploration in GPS-Denied Environments","S. Zhang; R. Cui; W. Yan; Y. Li","School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, China",IEEE Transactions on Industrial Electronics,"22 Dec 2023","2024","71","5","4976","4986","Robot exploration in GPS-denied environments is a significant challenge due to the lack of reliable localization strategies. In this article, we propose a dual-layer planning approach with pose SLAM for autonomous robot exploration, which consists of local and global planners. The local planner uses the iteratively built local tree to generate candidate paths, and assesses the optimal path using a utility function that trades off exploration efficiency with localization accuracy. When the local planner is unable to return the admissible paths, the global planner is engaged to search an incrementally built graph for a path, which can reposition the robot to a previously identified valuable pose. For global path searching, we improve the Dijkstra algorithm and propose a cost function that considers localization uncertainty to generate a path with low localization error. In addition, we present a mixed filter on Lie group to estimate state information of paths for planners online. Finally, the proposed method is evaluated in challenging simulations and real-world environments. Comparison experiments show that our method is more efficient than the existing methods in exploring GPS-denied environments.","1557-9948","","10.1109/TIE.2023.3288187","National Natural Science Foundation of China(grant numbers:U1813225,U22A2066,U21B2047,62103182,52271333); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10163991","Autonomous exploration;informative path planning;path planning;pose simultaneous localization and mapping (SLAM)","Robots;Uncertainty;Simultaneous localization and mapping;Location awareness;Planning;Estimation;Covariance matrices","","31","","35","IEEE","26 Jun 2023","May 2024","","IEEE","IEEE Journals"
"Cooperative Localization of Multi-Agent Autonomous Aerial Vehicle (AAV) Networks in Intelligent Transportation Systems","S. Shahkar","Department of Electrical and Computer Engineering, Concordia University, Montreal, QC, Canada",IEEE Open Journal of Intelligent Transportation Systems,"5 Feb 2025","2025","6","","49","66","GNSS-independent localization is one of the most prominent research problems in aerial autonomous systems navigation, especially in certain applications where Simultaneous Localization and Mapping (SLAM) methods are inapplicable due to the complexity of the environment, or in open-air spaces where a flock of Autonomous Aerial Vehicles (AAVs) navigate in a GNSS-independent fashion. This paper introduces a filter through which AAVs form a multi-agent Cellular Vehicle-to-Everything (C-V2X) network to exchange their estimated positions, and eventually achieve a group consensus over the true position of each vehicle. The localization error correction takes place in the filter with reference to the AAV’s relative range from neighbouring vehicles, that is measured by onboard ranging devices. It is shown that in ideal situations where rangefinder errors can be neglected, cooperative localization yields perfect localization, if the network is sufficiently large and sufficiently connected. It is also shown that the accuracy of cooperative localization is superior to the existing least-mean-square-error based techniques, where a centralized controller augments the positioning accuracy of the flock. Cooperative localization is also favourable due to the fact that the process is computationally affordable and fully distributed. Theoretical derivations and results have been validated through case studies and Monte Carlo simulations, and suggest cooperative localization as a complementary navigation technique to odometery, and other advanced solutions that are available in the literature.","2687-7813","","10.1109/OJITS.2025.3531363","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10845814","Autonomous aerial systems;autonomous vehicles;autonomous navigation;localization;GNSS denied environments;spoofing cyberattacks;cooperative localization;multi-agent;AAV-assisted C-V2X networks","Location awareness;Sensors;Global navigation satellite system;Autonomous aerial vehicles;Navigation;Visualization;Simultaneous localization and mapping;Odometry;Sonar navigation","","12","","46","CCBY","20 Jan 2025","2025","","IEEE","IEEE Journals"
"Task-driven SLAM Benchmarking for Robot Navigation","Y. Du; S. Feng; C. G. Cort; P. A. Vela","School of Electrical and Computer Engineering, and Institute of Robotics and Intelligent Machines, Georgia Institute of Technology, Atlanta, GA, USA; School of Mechanical Engineering and the School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical and Computer Engineering, and Institute of Robotics and Intelligent Machines, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical and Computer Engineering, and Institute of Robotics and Intelligent Machines, Georgia Institute of Technology, Atlanta, GA, USA",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","7147","7153","A critical use case of SLAM for mobile robots is to support localization during task-directed navigation. Current SLAM benchmarks overlook the importance of repeatability (precision) despite its impact on real-world deployments. TaskSLAM-Bench, a task-driven approach to SLAM benchmarking, addresses this gap. It employs precision as a key metric, accounts for SLAM’s mapping capabilities, and has easy-to-meet requirements. Simulated and real-world evaluation of SLAM methods provide insights into the navigation performance of modern visual and LiDAR SLAM solutions. The outcomes show that passive stereo SLAM precision may match that of 2D LiDAR SLAM in indoor environments. TaskSLAM-Bench complements existing benchmarks and offers richer assessment of SLAM performance in navigation-focused scenarios. Publicly available code permits in-situ SLAM testing in custom environments with properly equipped robots.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246415","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246415","navigation;benchmark;precision;SLAM","Measurement;Location awareness;Visualization;Simultaneous localization and mapping;Laser radar;Indoor navigation;Benchmark testing;Reliability;Mobile robots;Intelligent robots","","1","","49","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"A Novel Positioning Method for UAV in GNSS-Denied Environments Based on Mechanical Antenna","Y. Cui; C. Wang; Q. Hu; B. Xu; X. Song; Z. Yuan; Y. Zhu","School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; School of Mechanical Engineering, Beijing Institute of Technology, Beijing, China; Cyber Science and Technology School, Beihang University, Beijing, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, China",IEEE Transactions on Industrial Electronics,"8 Jul 2024","2024","71","10","13461","13469","As the application of unmanned aerial vehicle (UAV) become increasingly widespread in various industries, its positioning in Global Navigation Satellite System (GNSS) denied environments plays an indispensable role in certain scenarios such as dense woods and enclosed underground environment. However, there are several existing defects of the conventional positioning method for UAV in GNSS-denied environments, such as the error accumulation and poor long-term accuracy in Inertial Navigation Systems and requirement for sufficient light and high computing power in vision-based localization. Therefore, a novel positioning method for UAV in GNSS-denied environments based on mechanical antenna (MA) is proposed in this work, which consists of MA installed on UAV to generated low-frequency (LF) magnetic signal, the three-dimensional magnetic field sensor in ground base station to receive signal, and the corresponding positioning algorithm based on particle swarm optimization. EM signals in LF bands is applied in positioning, therefore, this method has high propagation stability and anti-interference due to the characteristics of LF bands. Furthermore, because MA technology can greatly reduce the size and power consumption of the LF transmitting system, the LF signal used for positioning can be generated by a portable MA installed on UAV. Theoretical analysis and positioning experiments based on this method are carried out in detail. According to the results, the positioning method proposed in this work is of great feasibility with a mean error < 0.45 m in measurement, which will provide an alternative instrumentation for the positioning of UAV in GNSS-denied environments and can be used in a variety of industrial scenarios with complex electromagnetic environments in the future.","1557-9948","","10.1109/TIE.2023.3347859","National Natural Science Foundation of China(grant numbers:62271029); Chinese Aeronautical Establishment(grant numbers:2018ZD51041); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10418776","Global Navigation Satellite System (GNSS) denied environments;low-frequency (LF) transmitter;mechanical antenna;unmanned aerial vehicle (UAV) positioning","Autonomous aerial vehicles;Global navigation satellite system;Base stations;Transmitting antennas;Satellite antennas;Permanent magnets;Meteorology","","41","","42","IEEE","1 Feb 2024","Oct. 2024","","IEEE","IEEE Journals"
